Transaction Date and Time,Package Name,Reservation Date,Total Transaction Amount,Number of Adults,Number of Kids,Total Number of Tickets,Scanned/Not Scanned,,,
10/7/2022 2:41:40 PM,Columbus Day Weekend Dinner - Main Deck Seating,2022-10-10 19:00,341.262999,2,0,2,Scanned,Columbus Day Weekend Dinner , Main Deck Seating,
10/7/2022 3:38:03 PM,Columbus Day Weekend Dinner - Main Deck Seating,2022-10-08 19:00,341.262999,2,0,2,Scanned,Columbus Day Weekend Dinner , Main Deck Seating,
10/7/2022 4:43:01 PM,Columbus Day Weekend Dinner - Main Deck Seating,2022-10-10 19:00,341.262999,2,0,2,Not Scanned,Columbus Day Weekend Dinner , Main Deck Seating,
10/7/2022 4:43:01 PM,Columbus Day Weekend Dinner - Main Deck Seating,2022-10-10 19:00,341.262999,2,0,2,Not Scanned,Columbus Day Weekend Dinner , Main Deck Seating,
10/7/2022 10:00:37 PM,Columbus Day Weekend Dinner - Main Deck Seating,2022-10-09 19:00,341.262999,2,0,2,Scanned,Columbus Day Weekend Dinner , Main Deck Seating,
10/7/2022 10:00:37 PM,Columbus Day Weekend Dinner - Main Deck Seating,2022-10-09 19:00,341.262999,2,0,2,Scanned,Columbus Day Weekend Dinner , Main Deck Seating,
10/7/2022 10:10:56 PM,Columbus Day Weekend Dinner - Main Deck Seating,2022-10-09 19:00,341.262999,2,0,2,Scanned,Columbus Day Weekend Dinner , Main Deck Seating,
10/7/2022 10:10:56 PM,Columbus Day Weekend Dinner - Main Deck Seating,2022-10-09 19:00,341.262999,2,0,2,Scanned,Columbus Day Weekend Dinner , Main Deck Seating,
10/8/2022 4:39:30 PM,Columbus Day Weekend Dinner - Main Deck Seating,2022-10-09 19:00,341.262999,2,0,2,Scanned,Columbus Day Weekend Dinner , Main Deck Seating,
10/8/2022 4:39:30 PM,Columbus Day Weekend Dinner - Main Deck Seating,2022-10-09 19:00,341.262999,2,0,2,Scanned,Columbus Day Weekend Dinner , Main Deck Seating,
12/23/2022 4:25:31 PM,Manhattan II - Main Deck Seating - July 4th Dinner,2023-07-04 19:00,577.569388,2,0,2,Not Scanned,Manhattan II , Main Deck Seating , July 4th Dinner
10/3/2021 2:00:34 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,133.896686,1,0,1,Scanned,Halloween Brunch , Upper Deck Seating,
10/3/2021 2:01:52 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,133.896686,1,0,1,Scanned,Halloween Brunch , Upper Deck Seating,
10/3/2021 2:02:13 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,133.896686,1,0,1,Scanned,Halloween Brunch , Upper Deck Seating,
10/20/2021 2:51:49 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,715.485529,5,0,5,Scanned,Halloween Brunch , Upper Deck Seating,
10/20/2021 3:10:15 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,286.192709,2,0,2,Scanned,Halloween Brunch , Upper Deck Seating,
10/25/2021 9:19:34 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,510.553428,2,2,4,Scanned,Halloween Brunch , Upper Deck Seating,
10/27/2021 7:17:39 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,286.192709,2,0,2,Scanned,Halloween Brunch , Upper Deck Seating,
10/30/2021 4:23:36 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,429.29282,3,0,3,Scanned,Halloween Brunch , Upper Deck Seating,
10/30/2021 5:10:03 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,286.192709,2,0,2,Scanned,Halloween Brunch , Upper Deck Seating,
10/30/2021 5:12:05 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,143.100111,1,0,1,Scanned,Halloween Brunch , Upper Deck Seating,
10/30/2021 5:12:16 PM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,286.192709,2,0,2,Scanned,Halloween Brunch , Upper Deck Seating,
10/31/2021 1:02:33 AM,Halloween Brunch - Upper Deck Seating,2021-10-31 12:00,143.100111,1,0,1,Scanned,Halloween Brunch , Upper Deck Seating,
9/12/2022 12:08:54 PM,Halloween Brunch - Upper Deck Seating,2022-10-29 12:00,298.236048,2,0,2,Scanned,Halloween Brunch , Upper Deck Seating,
10/15/2022 12:13:28 AM,Halloween Brunch - Upper Deck Seating,2022-10-29 12:00,745.59012,5,0,5,Scanned,Halloween Brunch , Upper Deck Seating,
10/21/2022 9:58:43 PM,Halloween Brunch - Upper Deck Seating,2022-10-30 12:00,298.236048,2,0,2,Scanned,Halloween Brunch , Upper Deck Seating,
10/22/2022 3:33:06 PM,Halloween Brunch - Upper Deck Seating,2022-10-30 12:00,499.809838,1,3,4,Scanned,Halloween Brunch , Upper Deck Seating,
10/28/2022 10:54:48 AM,Halloween Brunch - Upper Deck Seating,2022-10-29 12:00,596.472096,4,0,4,Scanned,Halloween Brunch , Upper Deck Seating,
10/2/2021 9:17:23 PM,Halloween Brunch - Main Deck Seating,2021-10-31 12:00,229.07137,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
10/2/2021 9:18:27 PM,Halloween Brunch - Main Deck Seating,2021-10-31 12:00,229.07137,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
10/3/2021 8:42:11 PM,Halloween Brunch - Main Deck Seating,2021-10-31 12:00,229.07137,2,0,2,Not Scanned,Halloween Brunch , Main Deck Seating,
10/3/2021 10:45:52 PM,Halloween Brunch - Main Deck Seating,2021-10-31 12:00,229.07137,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
10/4/2021 1:46:35 PM,Halloween Brunch - Main Deck Seating,2021-10-31 12:00,687.21411,6,0,6,Scanned,Halloween Brunch , Main Deck Seating,
10/27/2021 6:21:40 PM,Halloween Brunch - Main Deck Seating,2021-10-31 12:00,336.529809,2,1,3,Scanned,Halloween Brunch , Main Deck Seating,
10/28/2021 7:07:57 PM,Halloween Brunch - Main Deck Seating,2021-10-31 12:00,367.408239,3,0,3,Scanned,Halloween Brunch , Main Deck Seating,
10/31/2021 10:39:25 AM,Halloween Brunch - Main Deck Seating,2021-10-31 12:00,244.938826,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
9/13/2022 8:47:03 PM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,1148.58744,9,0,9,Scanned,Halloween Brunch , Main Deck Seating,
10/4/2022 11:04:29 PM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,246.005672,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
10/4/2022 11:05:43 PM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,123.002836,1,0,1,Scanned,Halloween Brunch , Main Deck Seating,
10/4/2022 11:19:19 PM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,127.623331,1,0,1,Scanned,Halloween Brunch , Main Deck Seating,
10/19/2022 4:01:26 AM,Halloween Brunch - Main Deck Seating,2022-10-30 12:00,638.101629,5,0,5,Scanned,Halloween Brunch , Main Deck Seating,
10/21/2022 11:14:42 PM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,255.239149,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
10/22/2022 9:54:46 PM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,255.239149,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
10/24/2022 2:30:11 AM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,127.623331,1,0,1,Scanned,Halloween Brunch , Main Deck Seating,
10/25/2022 1:45:57 AM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,127.623331,1,0,1,Scanned,Halloween Brunch , Main Deck Seating,
10/26/2022 12:13:34 AM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,255.239149,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
10/26/2022 3:13:35 PM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,127.623331,1,0,1,Scanned,Halloween Brunch , Main Deck Seating,
10/26/2022 10:39:34 PM,Halloween Brunch - Main Deck Seating,2022-10-30 12:00,382.86248,3,0,3,Scanned,Halloween Brunch , Main Deck Seating,
10/27/2022 9:25:13 AM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,701.368602,4,2,6,Scanned,Halloween Brunch , Main Deck Seating,
10/27/2022 8:52:25 PM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,127.623331,1,0,1,Scanned,Halloween Brunch , Main Deck Seating,
10/28/2022 3:43:36 PM,Halloween Brunch - Main Deck Seating,2022-10-30 12:00,255.239149,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
10/28/2022 6:05:14 PM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,127.623331,1,0,1,Not Scanned,Halloween Brunch , Main Deck Seating,
10/28/2022 6:46:37 PM,Halloween Brunch - Main Deck Seating,2022-10-30 12:00,223.06097,1,1,2,Scanned,Halloween Brunch , Main Deck Seating,
10/29/2022 4:01:56 AM,Halloween Brunch - Main Deck Seating,2022-10-29 12:00,255.239149,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
10/29/2022 10:57:01 PM,Halloween Brunch - Main Deck Seating,2022-10-30 12:00,255.239149,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
10/30/2022 10:32:08 AM,Halloween Brunch - Main Deck Seating,2022-10-30 12:00,255.239149,2,0,2,Scanned,Halloween Brunch , Main Deck Seating,
9/19/2021 1:07:17 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,344.816648,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/2/2021 6:54:31 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,344.816648,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/4/2021 9:47:55 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,517.224972,3,0,3,Scanned,Halloween Dinner , Upper Deck Seating,
10/18/2021 8:51:37 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,368.685449,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/25/2021 7:10:40 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,368.685449,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/25/2021 11:14:19 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,184.346481,1,0,1,Scanned,Halloween Dinner , Upper Deck Seating,
10/25/2021 11:55:48 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,368.685449,2,0,2,Not Scanned,Halloween Dinner , Upper Deck Seating,
10/27/2021 11:26:26 AM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,685.696484,3,1,4,Scanned,Halloween Dinner , Upper Deck Seating,
10/28/2021 10:21:37 AM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,634.014557,2,2,4,Scanned,Halloween Dinner , Upper Deck Seating,
10/29/2021 12:31:48 AM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,368.685449,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/29/2021 9:04:32 AM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,766.679111,2,3,5,Scanned,Halloween Dinner , Upper Deck Seating,
10/31/2021 12:02:36 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,368.685449,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/31/2021 2:44:09 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,184.346481,1,0,1,Scanned,Halloween Dinner , Upper Deck Seating,
10/31/2021 2:44:37 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,184.346481,1,0,1,Scanned,Halloween Dinner , Upper Deck Seating,
10/31/2021 2:44:56 PM,Halloween Dinner - Upper Deck Seating,2021-10-31 19:00,368.685449,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/7/2022 11:29:29 PM,Halloween Dinner - Upper Deck Seating,2022-10-28 19:00,384.207307,2,0,2,Not Scanned,Halloween Dinner , Upper Deck Seating,
10/15/2022 10:05:21 PM,Halloween Dinner - Upper Deck Seating,2022-10-28 19:00,384.207307,2,0,2,Not Scanned,Halloween Dinner , Upper Deck Seating,
10/16/2022 5:46:53 PM,Halloween Dinner - Upper Deck Seating,2022-10-29 19:00,384.207307,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/17/2022 11:14:56 PM,Halloween Dinner - Upper Deck Seating,2022-10-29 19:00,384.207307,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/22/2022 7:35:58 PM,Halloween Dinner - Upper Deck Seating,2022-10-28 19:00,384.207307,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/25/2022 10:31:46 PM,Halloween Dinner - Upper Deck Seating,2022-10-30 19:00,384.207307,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/27/2022 4:22:37 PM,Halloween Dinner - Upper Deck Seating,2022-10-28 19:00,384.207307,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/27/2022 4:36:45 PM,Halloween Dinner - Upper Deck Seating,2022-10-29 19:00,384.207307,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/27/2022 6:18:27 PM,Halloween Dinner - Upper Deck Seating,2022-10-29 19:00,906.646301,4,1,5,Scanned,Halloween Dinner , Upper Deck Seating,
10/27/2022 9:49:47 PM,Halloween Dinner - Upper Deck Seating,2022-10-30 19:00,960.506998,5,0,5,Scanned,Halloween Dinner , Upper Deck Seating,
10/28/2022 12:03:29 AM,Halloween Dinner - Upper Deck Seating,2022-10-29 19:00,384.207307,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/28/2022 12:44:37 AM,Halloween Dinner - Upper Deck Seating,2022-10-28 19:00,384.207307,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/28/2022 1:22:49 PM,Halloween Dinner - Upper Deck Seating,2022-10-28 19:00,384.207307,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/28/2022 3:23:41 PM,Halloween Dinner - Upper Deck Seating,2022-10-28 19:00,384.207307,2,0,2,Not Scanned,Halloween Dinner , Upper Deck Seating,
10/29/2022 2:37:05 PM,Halloween Dinner - Upper Deck Seating,2022-10-29 19:00,660.678194,2,2,4,Scanned,Halloween Dinner , Upper Deck Seating,
10/29/2022 5:36:18 PM,Halloween Dinner - Upper Deck Seating,2022-10-29 19:00,384.207307,2,0,2,Scanned,Halloween Dinner , Upper Deck Seating,
10/29/2022 5:55:50 PM,Halloween Dinner - Upper Deck Seating,2022-10-30 19:00,468.578297,1,2,3,Not Scanned,Halloween Dinner , Upper Deck Seating,
10/30/2022 8:23:55 AM,Halloween Dinner - Upper Deck Seating,2022-10-30 19:00,606.817497,1,3,4,Scanned,Halloween Dinner , Upper Deck Seating,
10/30/2022 12:40:36 PM,Halloween Dinner - Upper Deck Seating,2022-10-30 19:00,192.099897,1,0,1,Scanned,Halloween Dinner , Upper Deck Seating,
10/30/2022 12:54:29 PM,Halloween Dinner - Upper Deck Seating,2022-10-30 19:00,192.099897,1,0,1,Scanned,Halloween Dinner , Upper Deck Seating,
9/22/2021 12:16:01 AM,Halloween Dinner - Main Deck Seating,2021-10-31 19:00,306.274958,2,0,2,Scanned,Halloween Dinner , Main Deck Seating,
10/16/2021 4:25:09 PM,Halloween Dinner - Main Deck Seating,2021-10-31 19:00,327.476644,2,0,2,Scanned,Halloween Dinner , Main Deck Seating,
10/28/2021 2:25:05 PM,Halloween Dinner - Main Deck Seating,2021-10-31 19:00,327.476644,2,0,2,Not Scanned,Halloween Dinner , Main Deck Seating,
9/24/2022 4:41:01 PM,Halloween Dinner - Main Deck Seating,2022-10-29 19:00,682.518485,4,0,4,Not Scanned,Halloween Dinner , Main Deck Seating,
10/24/2022 10:41:15 PM,Halloween Dinner - Main Deck Seating,2022-10-28 19:00,341.262999,2,0,2,Scanned,Halloween Dinner , Main Deck Seating,
10/25/2022 11:41:59 PM,Halloween Dinner - Main Deck Seating,2022-10-29 19:00,341.262999,2,0,2,Scanned,Halloween Dinner , Main Deck Seating,
10/25/2022 11:43:32 PM,Halloween Dinner - Main Deck Seating,2022-10-29 19:00,575.217819,2,2,4,Scanned,Halloween Dinner , Main Deck Seating,
10/26/2022 10:23:54 PM,Halloween Dinner - Main Deck Seating,2022-10-30 19:00,341.262999,2,0,2,Scanned,Halloween Dinner , Main Deck Seating,
10/27/2022 11:57:21 AM,Halloween Dinner - Main Deck Seating,2022-10-28 19:00,341.262999,2,0,2,Scanned,Halloween Dinner , Main Deck Seating,
10/28/2022 9:56:07 PM,Halloween Dinner - Main Deck Seating,2022-10-29 19:00,341.262999,2,0,2,Scanned,Halloween Dinner , Main Deck Seating,
10/30/2022 12:19:45 AM,Halloween Dinner - Main Deck Seating,2022-10-30 19:00,341.262999,2,0,2,Scanned,Halloween Dinner , Main Deck Seating,
10/30/2022 11:08:52 AM,Halloween Dinner - Main Deck Seating,2022-10-30 19:00,511.890742,3,0,3,Scanned,Halloween Dinner , Main Deck Seating,
9/22/2021 8:33:04 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
9/22/2021 8:33:04 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
9/24/2021 9:52:38 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
9/24/2021 9:52:38 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
9/24/2021 2:51:45 PM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,93.476746,1,1,2,Scanned,Halloween Kids Spooky , Premium Admission,
10/2/2021 9:07:53 PM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,142.514097,2,1,3,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/2/2021 9:07:53 PM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,142.514097,2,1,3,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/3/2021 9:07:47 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/3/2021 9:07:47 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/4/2021 10:31:45 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/4/2021 10:31:45 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/5/2021 10:03:01 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,137.916141,1,2,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/5/2021 10:03:01 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,137.916141,1,2,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/5/2021 10:07:05 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,93.476746,1,1,2,Scanned,Halloween Kids Spooky , Premium Admission,
10/5/2021 10:07:05 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,93.476746,1,1,2,Scanned,Halloween Kids Spooky , Premium Admission,
10/6/2021 5:57:10 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,191.551448,3,1,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/6/2021 5:57:10 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,191.551448,3,1,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/6/2021 8:48:40 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/6/2021 8:48:40 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/6/2021 11:35:10 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,324.869633,3,4,7,Scanned,Halloween Kids Spooky , Premium Admission,
10/6/2021 11:35:10 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,324.869633,3,4,7,Scanned,Halloween Kids Spooky , Premium Admission,
10/6/2021 11:48:58 PM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,93.476746,1,1,2,Scanned,Halloween Kids Spooky , Premium Admission,
10/7/2021 3:46:36 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,137.916141,1,2,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/7/2021 3:46:36 PM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,137.916141,1,2,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/7/2021 4:38:22 PM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,93.476746,1,1,2,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/7/2021 4:38:22 PM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,93.476746,1,1,2,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/8/2021 2:40:23 AM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/8/2021 10:18:01 AM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/8/2021 5:13:09 PM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,93.476746,1,1,2,Scanned,Halloween Kids Spooky , Premium Admission,
10/8/2021 7:25:07 PM,Halloween Kids Spooky - Premium Admission,2021-10-31 16:00,93.476746,1,1,2,Scanned,Halloween Kids Spooky , Premium Admission,
10/9/2021 8:13:50 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/9/2021 8:13:50 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/9/2021 8:46:33 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,137.916141,1,2,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/9/2021 8:46:33 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,137.916141,1,2,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/9/2021 9:45:22 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,49.037351,1,0,1,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/9/2021 9:45:22 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,49.037351,1,0,1,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/9/2021 11:12:09 AM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/9/2021 11:45:44 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,137.916141,1,2,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/9/2021 11:45:44 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,137.916141,1,2,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/14/2021 10:25:51 PM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,231.392887,2,3,5,Scanned,Halloween Kids Spooky , Premium Admission,
10/14/2021 10:25:51 PM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,231.392887,2,3,5,Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 9:20:07 AM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,142.514097,2,1,3,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 9:55:39 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 9:55:39 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 10:35:08 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,93.476746,1,1,2,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 10:35:08 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,93.476746,1,1,2,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 1:08:59 PM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 1:08:59 PM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 6:39:52 PM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,93.476746,1,1,2,Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 7:41:43 PM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 8:33:35 PM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,186.953492,2,2,4,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 10:06:40 PM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,93.476746,1,1,2,Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 10:33:13 PM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,186.953492,2,2,4,Scanned,Halloween Kids Spooky , Premium Admission,
10/15/2021 10:56:31 PM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 4:06:38 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,142.514097,2,1,3,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 4:06:38 AM,Halloween Kids Spooky - Premium Admission,2021-10-30 13:30,142.514097,2,1,3,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 8:03:10 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,93.476746,1,1,2,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 8:03:10 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,93.476746,1,1,2,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 10:41:58 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,142.514097,2,1,3,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 10:41:58 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,142.514097,2,1,3,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 10:45:39 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 10:45:39 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,142.514097,2,1,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 10:51:33 AM,Halloween Kids Spooky - Premium Admission,2021-10-31 13:30,137.916141,1,2,3,Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 11:40:41 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,142.514097,2,1,3,Not Scanned,Halloween Kids Spooky , Premium Admission,
10/16/2021 11:40:41 AM,Halloween Kids Spooky - Premium Admission,2021-10-23 13:30,142.514097,2,1,3,Not Scanned,Halloween Kids Spooky , Premium Admission,
